Data As Of,Jurisdiction of Occurrence,MMWR Year,MMWR Week,Week Ending Date,All Cause,Natural Cause,Septicemia (A40-A41),Malignant neoplasms (C00-C97),Diabetes mellitus (E10-E14),Alzheimer disease (G30),Influenza and pneumonia (J09-J18),Chronic lower respiratory diseases (J40-J47),"Other diseases of respiratory system (J00-J06,J30-J39,J67,J70-J98)","Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","Diseases of heart (I00-I09,I11,I13,I20-I51)",Cerebrovascular diseases (I60-I69),"COVID-19 (U071, Multiple Cause of Death)","COVID-19 (U071, Underlying Cause of Death)",flag_allcause,flag_natcause,flag_sept,flag_neopl,flag_diab,flag_alz,flag_inflpn,flag_clrd,flag_otherresp,flag_nephr,flag_otherunk,flag_hd,flag_stroke,flag_cov19mcod,flag_cov19ucod
12/07/2022,Arkansas,2020,22,2020-05-30,610,555,,120,31,32,,37,,12,,154,24,19,14,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
12/07/2022,Arkansas,2020,23,2020-06-06,649,578,13,128,24,29,,40,,11,,164,23,26,18,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
12/07/2022,Arkansas,2020,24,2020-06-13,652,587,,116,23,29,11,40,,14,,166,35,34,33,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
12/07/2022,Arkansas,2020,25,2020-06-20,708,636,,108,31,34,,50,,23,,160,44,45,36,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
12/07/2022,Arkansas,2020,26,2020-06-27,663,598,,111,21,26,15,45,,11,,157,30,47,38,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
12/07/2022,Arkansas,2020,27,2020-07-04,687,622,12,134,26,26,,44,17,18,,155,19,41,36,,,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
12/07/2022,Arkansas,2020,28,2020-07-11,661,589,13,115,39,19,,45,,10,,143,34,47,42,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
12/07/2022,Arkansas,2020,29,2020-07-18,695,635,,120,24,29,12,41,,14,,177,29,57,53,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
12/07/2022,Arkansas,2020,30,2020-07-25,714,659,,125,19,30,10,33,12,,,171,38,74,67,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
12/07/2022,Arkansas,2020,31,2020-08-01,750,696,14,124,25,42,12,46,16,11,,180,31,88,77,,,,,,,,,,,Suppressed (counts 1-9),,,,
12/07/2022,Arkansas,2020,32,2020-08-08,736,682,13,122,15,40,15,46,,11,,169,32,91,81,,,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
12/07/2022,Arkansas,2020,33,2020-08-15,766,706,11,117,28,35,15,41,10,12,,186,37,92,76,,,,,,,,,,,Suppressed (counts 1-9),,,,
12/07/2022,Arkansas,2020,34,2020-08-22,750,687,14,119,35,29,11,36,,,,183,35,99,84,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
12/07/2022,Arkansas,2020,35,2020-08-29,739,686,10,129,21,28,,45,,12,,157,32,95,88,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
12/07/2022,Arkansas,2020,36,2020-09-05,713,648,,139,24,29,11,40,,,,152,34,88,81,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
12/07/2022,Arkansas,2020,37,2020-09-12,722,682,,136,25,24,11,44,,17,,168,31,105,87,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
12/07/2022,Arkansas,2020,38,2020-09-19,736,675,14,126,19,41,13,38,14,15,,175,32,81,65,,,,,,,,,,,Suppressed (counts 1-9),,,,
12/07/2022,Arkansas,2020,39,2020-09-26,746,696,,126,32,27,15,42,,23,,183,24,94,81,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
12/07/2022,Arkansas,2020,40,2020-10-03,784,726,,138,30,36,10,44,,,,181,37,116,99,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
12/07/2022,Arkansas,2020,41,2020-10-10,785,730,,103,29,25,,55,14,16,,170,35,140,130,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
12/07/2022,Arkansas,2020,42,2020-10-17,778,726,18,108,35,35,14,41,,16,,153,28,147,126,,,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
12/07/2022,Arkansas,2020,43,2020-10-24,794,730,,120,27,48,,40,10,11,,146,26,148,124,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
12/07/2022,Arkansas,2020,44,2020-10-31,790,736,,118,28,27,14,36,,,,177,34,147,127,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
12/07/2022,Arkansas,2020,45,2020-11-07,845,793,12,144,32,49,10,55,,17,,158,34,150,130,,,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
12/07/2022,Arkansas,2020,46,2020-11-14,893,842,10,126,32,40,15,45,16,,,181,50,195,168,,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
12/07/2022,Arkansas,2020,47,2020-11-21,876,817,,119,31,39,17,45,16,13,,161,30,198,167,,,Suppressed (counts 1-9),,,,,,,,Suppressed (counts 1-9),,,,
12/07/2022,Arkansas,2020,48,2020-11-28,833,789,,127,24,36,10,36,10,10,,164,30,232,207,,,Suppressed (counts 1-9),,,,,,,,Suppressed (counts 1-9),,,,
12/07/2022,Arkansas,2020,49,2020-12-05,944,899,12,121,27,31,,43,12,12,,211,33,266,244,,,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
12/07/2022,Arkansas,2020,50,2020-12-12,912,859,10,122,26,42,12,56,,14,10,181,35,222,207,,,,,,,,,Suppressed (counts 1-9),,,,,,
12/07/2022,Arkansas,2020,51,2020-12-19,936,887,,113,30,42,14,41,,10,,183,45,260,241,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
12/07/2022,Arkansas,2020,52,2020-12-26,922,870,16,130,28,34,10,56,,14,,171,40,255,218,,,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
12/07/2022,Arkansas,2020,53,2021-01-02,967,911,14,120,28,45,16,50,12,15,,183,39,281,256,,,,,,,,,,,Suppressed (counts 1-9),,,,
12/07/2022,Arkansas,2021,1,2021-01-09,963,912,22,127,37,38,18,56,,14,,174,30,263,246,,,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
12/07/2022,Arkansas,2021,2,2021-01-16,964,916,,110,36,41,10,51,,15,,178,34,305,269,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
12/07/2022,Arkansas,2021,3,2021-01-23,984,928,,143,31,47,14,50,11,19,,162,40,291,261,,,Suppressed (counts 1-9),,,,,,,,Suppressed (counts 1-9),,,,
12/07/2022,Arkansas,2021,4,2021-01-30,873,823,,141,34,27,,51,,12,,161,39,222,189,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
12/07/2022,Arkansas,2021,5,2021-02-06,865,816,12,112,37,36,15,55,10,16,,176,39,172,148,,,,,,,,,,,Suppressed (counts 1-9),,,,
12/07/2022,Arkansas,2021,6,2021-02-13,803,741,11,106,28,32,12,52,,15,,171,41,132,118,,,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
12/07/2022,Arkansas,2021,7,2021-02-20,772,712,15,122,31,36,15,47,,11,,164,39,100,86,,,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
12/07/2022,Arkansas,2021,8,2021-02-27,789,729,16,126,27,36,10,42,11,,,194,39,88,76,,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
12/07/2022,Arkansas,2021,9,2021-03-06,742,676,,131,36,24,,46,,12,,146,34,74,62,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
12/07/2022,Arkansas,2021,10,2021-03-13,718,660,18,124,30,28,,42,,14,,179,44,53,42,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
12/07/2022,Arkansas,2021,11,2021-03-20,644,589,20,123,23,21,,41,,11,,148,27,41,37,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
12/07/2022,Arkansas,2021,12,2021-03-27,700,644,,118,30,32,,37,,11,,164,45,35,25,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
12/07/2022,Arkansas,2021,13,2021-04-03,601,547,11,115,27,25,,36,,12,,135,38,21,17,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
12/07/2022,Arkansas,2021,14,2021-04-10,693,626,14,121,33,18,,29,11,26,,178,34,27,21,,,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
12/07/2022,Arkansas,2021,15,2021-04-17,611,550,11,115,23,30,,32,13,14,,122,42,17,11,,,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
12/07/2022,Arkansas,2021,16,2021-04-24,659,586,17,125,23,28,,42,,16,,161,37,15,13,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
12/07/2022,Arkansas,2021,17,2021-05-01,651,587,,136,22,20,,42,10,,,150,33,20,14,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
12/07/2022,Arkansas,2021,18,2021-05-08,695,637,,117,33,27,12,50,,13,,167,36,22,17,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
12/07/2022,Arkansas,2021,19,2021-05-15,688,631,,144,26,29,,41,11,14,,151,37,29,25,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
12/07/2022,Arkansas,2021,20,2021-05-22,678,619,14,121,36,32,,37,10,13,,153,29,20,16,,,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
12/07/2022,Arkansas,2021,21,2021-05-29,648,573,11,101,20,34,12,43,,21,,147,30,15,12,,,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
12/07/2022,Arkansas,2021,22,2021-06-05,672,611,,130,25,35,,50,,11,,147,40,21,18,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
12/07/2022,Arkansas,2021,23,2021-06-12,660,591,,101,21,23,12,37,,23,,150,33,21,17,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
12/07/2022,Arkansas,2021,24,2021-06-19,692,628,12,145,21,21,,40,11,15,,174,22,32,26,,,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
12/07/2022,Arkansas,2021,25,2021-06-26,660,595,12,125,24,17,,44,,19,,154,36,34,31,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
12/07/2022,Arkansas,2021,26,2021-07-03,688,616,11,117,21,22,,53,,20,,139,35,44,38,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
12/07/2022,Arkansas,2021,27,2021-07-10,683,632,10,119,31,19,,35,,17,,162,32,61,56,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
12/07/2022,Arkansas,2021,28,2021-07-17,720,664,18,123,26,33,16,54,,11,,150,24,76,68,,,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
12/07/2022,Arkansas,2021,29,2021-07-24,731,678,13,125,21,24,13,40,,15,,142,34,117,107,,,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
12/07/2022,Arkansas,2021,30,2021-07-31,841,796,16,146,28,31,13,58,,13,,184,33,142,127,,,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
12/07/2022,Arkansas,2021,31,2021-08-07,899,839,,141,35,37,,52,,27,,165,34,190,178,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
12/07/2022,Arkansas,2021,32,2021-08-14,900,832,,128,34,34,12,42,,,,163,32,233,213,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
12/07/2022,Arkansas,2021,33,2021-08-21,857,812,13,111,22,37,,46,11,10,,171,22,232,217,,,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
12/07/2022,Arkansas,2021,34,2021-08-28,903,849,,142,39,30,11,45,,,10,185,33,218,196,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
12/07/2022,Arkansas,2021,35,2021-09-04,864,804,10,144,23,25,11,38,,14,,147,36,221,203,,,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
12/07/2022,Arkansas,2021,36,2021-09-11,841,776,11,122,34,33,,37,,22,,160,23,191,184,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
12/07/2022,Arkansas,2021,37,2021-09-18,882,811,10,137,35,31,13,34,14,18,,173,30,174,165,,,,,,,,,,,Suppressed (counts 1-9),,,,
12/07/2022,Arkansas,2021,38,2021-09-25,796,736,,124,32,30,11,38,,,,156,28,163,147,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
12/07/2022,Arkansas,2021,39,2021-10-02,821,766,14,132,28,34,10,48,,10,,163,28,148,142,,,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
12/07/2022,Arkansas,2021,40,2021-10-09,830,761,16,135,25,23,14,46,,19,,187,34,122,110,,,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
12/07/2022,Arkansas,2021,41,2021-10-16,743,684,13,124,28,30,10,55,10,23,,139,35,91,83,,,,,,,,,,,Suppressed (counts 1-9),,,,
12/07/2022,Arkansas,2021,42,2021-10-23,740,683,16,124,28,32,,45,,17,,154,27,78,73,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
12/07/2022,Arkansas,2021,43,2021-10-30,739,691,11,125,22,35,13,47,13,16,,164,38,74,68,,,,,,,,,,,Suppressed (counts 1-9),,,,
12/07/2022,Arkansas,2021,44,2021-11-06,712,656,16,119,25,31,10,52,,12,,150,30,56,53,,,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
12/07/2022,Arkansas,2021,45,2021-11-13,757,697,,118,24,31,12,54,11,12,,172,36,49,41,,,Suppressed (counts 1-9),,,,,,,,Suppressed (counts 1-9),,,,
12/07/2022,Arkansas,2021,46,2021-11-20,748,683,10,118,24,30,13,45,,16,,171,40,47,39,,,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
12/07/2022,Arkansas,2021,47,2021-11-27,755,698,11,112,27,21,14,52,10,15,,194,33,57,50,,,,,,,,,,,Suppressed (counts 1-9),,,,
12/07/2022,Arkansas,2021,48,2021-12-04,805,743,,149,26,27,10,68,10,18,,161,40,87,75,,,Suppressed (counts 1-9),,,,,,,,Suppressed (counts 1-9),,,,
12/07/2022,Arkansas,2021,49,2021-12-11,796,723,,114,37,26,15,62,11,19,,191,42,67,65,,,Suppressed (counts 1-9),,,,,,,,Suppressed (counts 1-9),,,,
12/07/2022,Arkansas,2021,50,2021-12-18,821,763,10,132,23,33,15,46,,20,,176,47,100,95,,,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
12/07/2022,Arkansas,2021,51,2021-12-25,759,688,13,117,29,37,12,42,,13,10,165,29,73,66,,,,,,,,,Suppressed (counts 1-9),,,,,,
12/07/2022,Arkansas,2021,52,2022-01-01,795,735,10,118,31,32,16,70,,23,,176,36,85,76,,,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
12/07/2022,Arkansas,2022,1,2022-01-08,872,821,13,128,25,33,10,56,12,25,,213,34,121,110,,,,,,,,,,,Suppressed (counts 1-9),,,,
12/07/2022,Arkansas,2022,2,2022-01-15,863,821,14,127,35,44,16,46,10,15,,180,50,152,132,,,,,,,,,,,Suppressed (counts 1-9),,,,
12/07/2022,Arkansas,2022,3,2022-01-22,899,841,,113,40,26,21,53,,15,,205,34,214,184,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
12/07/2022,Arkansas,2022,4,2022-01-29,967,909,19,122,50,32,10,52,10,16,,203,39,238,201,,,,,,,,,,,Suppressed (counts 1-9),,,,
12/07/2022,Arkansas,2022,5,2022-02-05,968,914,21,134,33,42,12,64,10,16,,178,34,258,223,,,,,,,,,,,Suppressed (counts 1-9),,,,
12/07/2022,Arkansas,2022,6,2022-02-12,984,921,14,132,33,36,11,57,10,22,,199,36,249,212,,,,,,,,,,,Suppressed (counts 1-9),,,,
12/07/2022,Arkansas,2022,7,2022-02-19,874,806,,123,32,34,14,42,,22,,162,38,196,165,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
12/07/2022,Arkansas,2022,8,2022-02-26,799,748,12,133,27,31,20,50,,15,,170,29,132,111,,,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
12/07/2022,Arkansas,2022,9,2022-03-05,801,738,17,133,36,40,20,45,11,13,,171,25,89,69,,,,,,,,,,,Suppressed (counts 1-9),,,,
12/07/2022,Arkansas,2022,10,2022-03-12,732,667,,122,25,33,10,47,11,11,,154,45,60,46,,,Suppressed (counts 1-9),,,,,,,,Suppressed (counts 1-9),,,,
12/07/2022,Arkansas,2022,11,2022-03-19,660,611,11,115,46,40,10,48,14,14,,154,25,31,17,,,,,,,,,,,Suppressed (counts 1-9),,,,
12/07/2022,Arkansas,2022,12,2022-03-26,715,657,16,134,26,32,,40,,15,,152,38,41,26,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
12/07/2022,Arkansas,2022,13,2022-04-02,654,590,,108,28,35,12,36,,15,,152,30,20,13,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
12/07/2022,Arkansas,2022,14,2022-04-09,696,639,12,144,29,34,11,49,,18,,160,28,21,11,,,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
12/07/2022,Arkansas,2022,15,2022-04-16,653,594,12,113,16,40,10,51,12,19,,136,40,16,,,,,,,,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9)
12/07/2022,Arkansas,2022,16,2022-04-23,643,593,11,130,30,28,,36,,17,,154,36,11,,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,Suppressed (counts 1-9)
12/07/2022,Arkansas,2022,17,2022-04-30,616,567,15,115,21,23,12,36,11,14,,160,30,,,,,,,,,,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9)
12/07/2022,Arkansas,2022,18,2022-05-07,676,598,,127,21,37,,48,,11,,157,28,15,11,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
12/07/2022,Arkansas,2022,19,2022-05-14,677,619,13,126,28,24,11,46,10,19,,167,32,11,,,,,,,,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9)
12/07/2022,Arkansas,2022,20,2022-05-21,634,579,12,113,37,18,,45,,15,,153,33,11,,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,Suppressed (counts 1-9)
12/07/2022,Arkansas,2022,21,2022-05-28,664,601,11,118,20,30,11,33,11,19,,165,28,,,,,,,,,,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9)
12/07/2022,Arkansas,2022,22,2022-06-04,650,595,13,131,20,29,15,51,,16,,121,40,10,,,,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,Suppressed (counts 1-9)
12/07/2022,Arkansas,2022,23,2022-06-11,688,630,14,130,26,25,13,45,13,15,,164,41,12,,,,,,,,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9)
12/07/2022,Arkansas,2022,24,2022-06-18,649,595,,109,24,30,,38,,19,,164,31,17,10,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
12/07/2022,Arkansas,2022,25,2022-06-25,677,616,,130,31,32,12,48,,23,,166,27,18,,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,Suppressed (counts 1-9)
12/07/2022,Arkansas,2022,26,2022-07-02,651,592,13,141,27,28,,37,12,18,,136,37,17,,,,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9)
12/07/2022,Arkansas,2022,27,2022-07-09,696,622,12,124,35,30,12,46,10,10,,162,32,29,19,,,,,,,,,,,Suppressed (counts 1-9),,,,
12/07/2022,Arkansas,2022,28,2022-07-16,658,613,11,125,24,26,,44,12,,,164,36,38,28,,,,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
12/07/2022,Arkansas,2022,29,2022-07-23,660,613,11,108,30,25,,43,14,14,,158,36,31,21,,,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
12/07/2022,Arkansas,2022,30,2022-07-30,644,568,,99,22,29,,37,20,16,,133,27,41,25,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
12/07/2022,Arkansas,2022,31,2022-08-06,635,568,12,117,21,25,11,44,10,12,,133,30,42,32,,,,,,,,,,,Suppressed (counts 1-9),,,,
12/07/2022,Arkansas,2022,32,2022-08-13,688,633,13,144,25,27,10,37,,17,11,138,26,35,28,,,,,,,,,Suppressed (counts 1-9),,,,,,
12/07/2022,Arkansas,2022,33,2022-08-20,662,602,10,129,25,28,,37,,18,14,146,22,34,27,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,,,
12/07/2022,Arkansas,2022,34,2022-08-27,633,578,,123,14,27,,43,11,12,12,129,34,50,31,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,,,,,
12/07/2022,Arkansas,2022,35,2022-09-03,686,632,10,133,19,24,10,30,,19,12,160,39,34,21,,,,,,,,,Suppressed (counts 1-9),,,,,,
12/07/2022,Arkansas,2022,36,2022-09-10,680,621,15,137,25,30,,42,,15,,155,36,36,24,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
12/07/2022,Arkansas,2022,37,2022-09-17,705,665,,121,24,23,13,44,13,19,15,175,36,29,17,,,Suppressed (counts 1-9),,,,,,,,,,,,
12/07/2022,Arkansas,2022,38,2022-09-24,602,558,14,109,14,21,,44,,17,22,146,24,32,20,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,,,
12/07/2022,Arkansas,2022,39,2022-10-01,711,672,14,143,33,26,,43,,17,24,163,32,33,22,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,,,
12/07/2022,Arkansas,2022,40,2022-10-08,701,654,18,122,24,27,12,37,,18,33,147,32,38,24,,,,,,,,,Suppressed (counts 1-9),,,,,,
12/07/2022,Arkansas,2022,41,2022-10-15,706,665,14,126,31,32,,55,,15,30,162,29,23,,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9)
12/07/2022,Arkansas,2022,42,2022-10-22,660,626,,129,25,26,11,63,17,12,24,137,24,11,,,,Suppressed (counts 1-9),,,,,,,,,,,,Suppressed (counts 1-9)
12/07/2022,Arkansas,2022,43,2022-10-29,673,638,10,128,21,24,10,45,,10,27,168,32,18,11,,,,,,,,,Suppressed (counts 1-9),,,,,,
12/07/2022,Arkansas,2022,44,2022-11-05,641,606,15,133,24,32,14,32,14,16,27,135,29,12,10,,,,,,,,,,,,,,,
12/07/2022,Arkansas,2022,45,2022-11-12,589,564,10,118,14,23,13,47,10,,18,142,31,13,,,,,,,,,,,Suppressed (counts 1-9),,,,,Suppressed (counts 1-9)
12/07/2022,Arkansas,2022,46,2022-11-19,607,604,13,130,22,40,14,39,,15,14,151,27,21,15,,,,,,,,,Suppressed (counts 1-9),,,,,,
12/07/2022,Arkansas,2022,47,2022-11-26,535,535,,112,22,29,12,45,12,10,14,152,17,17,,,,Suppressed (counts 1-9),,,,,,,,,,,,Suppressed (counts 1-9)
12/07/2022,California,2020,1,2020-01-04,5888,5437,34,1200,239,386,187,275,80,97,16,1394,378,0,0,,,,,,,,,,,,,,,
12/07/2022,California,2020,2,2020-01-11,5873,5417,37,1168,241,380,168,284,86,103,31,1384,359,0,0,,,,,,,,,,,,,,,
12/07/2022,California,2020,3,2020-01-18,5830,5387,40,1126,207,345,216,313,80,94,23,1397,401,,0,,,,,,,,,,,,,,Suppressed (counts 1-9),
12/07/2022,California,2020,4,2020-01-25,5832,5377,38,1192,231,381,189,279,81,90,22,1361,376,0,0,,,,,,,,,,,,,,,
12/07/2022,California,2020,5,2020-02-01,5686,5281,34,1235,203,336,173,285,81,93,22,1353,345,0,0,,,,,,,,,,,,,,,
12/07/2022,California,2020,6,2020-02-08,5913,5460,43,1174,227,402,190,325,73,111,14,1388,342,,0,,,,,,,,,,,,,,Suppressed (counts 1-9),
12/07/2022,California,2020,7,2020-02-15,5588,5157,33,1177,214,375,190,296,43,101,19,1343,318,0,0,,,,,,,,,,,,,,,
12/07/2022,California,2020,8,2020-02-22,5797,5360,38,1109,223,375,189,316,73,101,21,1352,345,,,,,,,,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
12/07/2022,California,2020,9,2020-02-29,5680,5217,31,1179,190,329,178,315,70,91,15,1315,327,0,0,,,,,,,,,,,,,,,
12/07/2022,California,2020,10,2020-03-07,5736,5291,33,1173,215,351,197,298,70,91,19,1313,352,,,,,,,,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
12/07/2022,California,2020,11,2020-03-14,5465,5032,30,1132,192,350,173,290,60,85,21,1299,344,,,,,,,,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
12/07/2022,California,2020,12,2020-03-21,5681,5257,43,1232,214,346,200,284,79,97,20,1246,338,44,41,,,,,,,,,,,,,,,
